cds-pgaptmp_000060	22.7993021269238	-0.0432137870862212	0.210285964090348	0.671981653503336	NA	22.4053860813887	16.6147337893971	25.0594688783578	28.2421012494254	16.4364208286257	28.0377019343479	1	59237	59977	+	CDS	YP_005229519.1	galB	4-oxalmesaconate hydratase
cds-pgaptmp_000078	17.7302687832674	0.00953318620308549	0.211264480865939	0.923006141781645	NA	12.8030777607935	22.845258960421	18.3769438441291	16.2935199515916	16.4364208286257	19.6263913540435	1	78079	78705	+	CDS	YP_005229500.1	-	pyridoxamine 5'-phosphate oxidase family protein
cds-pgaptmp_000245	22.9082505163505	0.271580567709359	0.362785631450131	0.0605109627551748	NA	28.8069249617854	33.2294675787942	25.8947845076364	8.68987730751549	17.4636971304148	23.3647516119566	1	265374	266132	+	CDS	YP_005229326.1	-	SDR family oxidoreductase
cds-pgaptmp_000268	41.7783608728574	0.114059518283399	0.206354488030832	0.355094826860949	0.542295810162	48.0115416029757	48.805780506354	40.9304658346511	35.8457438935014	35.9546705626187	41.1219628370436	1	291100	291606	+	CDS	YP_005229303.1	-	phenolic acid decarboxylase
cds-pgaptmp_000734	15.4673046579419	-0.111230145326487	0.241965271576942	0.274070256540571	NA	12.8030777607935	13.4994712038851	11.6944188099003	18.4659892784704	19.518249733993	16.8226211606087	1	735636	736238	-	CDS	YP_005228839.1	-	short chain dehydrogenase
cds-pgaptmp_000893	19.9158652631156	0.0512932732519514	0.218052956407322	0.598187181311542	NA	14.9369240542591	34.2678884406315	15.8709969562933	13.0348159612732	23.6273549411494	17.757211225087	1	884349	885737	-	CDS	YP_005228682.1	-	MFS transporter
cds-pgaptmp_000898	4.8054282774287	-0.107838019047046	0.265495017804439	0.0811874585557515	NA	3.20076944019838	2.07684172367464	1.67063125855719	10.8623466343944	8.21821041431284	2.80377019343479	1	889602	889910	-	CDS	YP_005228677.1	-	superoxide dismutase
cds-pgaptmp_000937	41.4661686726327	-0.0226420858668536	0.193728233459994	0.839557078585485	0.916427837295509	38.4092332823805	55.0363056773779	28.4007313954722	49.9667945182141	34.9273942608296	42.0565529015218	1	927504	927965	-	CDS	YP_005228637.1	-	multidrug/biocide efflux PACE transporter
cds-pgaptmp_000956	2245.26632221662	0.323389903071407	0.279575939307321	0.0474004542689618	0.139945801417666	2948.97557756944	2797.50580178974	2280.41166793056	2434.25188076778	1679.59675342519	1330.85625181705	1	947796	949058	+	CDS	YP_005228617.1	lysA	diaminopimelate decarboxylase
cds-pgaptmp_001098	23.7406604912099	-0.125055630261594	0.236848807562358	0.269686814098204	NA	25.606155521587	20.7684172367464	14.2003656977361	28.2421012494254	24.6546312429385	28.9722919988262	1	1096749	1097951	-	CDS	YP_005228476.1	-	MFS transporter
cds-pgaptmp_001116	3.52368926709266	-0.0718030545436719	0.248322605996333	0.141545933854985	NA	1.06692314673279	3.11526258551195	0.835315629278594	1.08623466343944	11.3000393196802	3.73836025791305	1	1115143	1116084	-	CDS	YP_005228459.1	-	AEC family transporter
cds-pgaptmp_001207	13.4301252667372	-0.0240880761363744	0.217887868268141	0.78518744290172	NA	16.0038472009919	12.4610503420478	10.0237875513431	13.0348159612732	11.3000393196802	17.757211225087	1	1200972	1201577	-	CDS	YP_005228365.1	-	NAD(P)H-dependent oxidoreductase
cds-pgaptmp_001229	9.52748695102981	-0.0310299796568731	0.225322580149386	0.686274792685389	NA	11.7361546140607	10.3842086183732	4.17657814639297	7.60364264407606	9.24548671610195	14.0188509671739	1	1226534	1227484	-	CDS	WP_015958844.1	speB	agmatinase
cds-pgaptmp_001235	6.36557213073685	0.0789823200360581	0.244905444104216	0.254493349917661	NA	5.33461573366396	9.34578775653586	10.0237875513431	7.60364264407606	3.08182890536732	2.80377019343479	1	1234532	1235104	-	CDS	WP_002914180.1	-	flavin reductase
cds-pgaptmp_001349	7.88956586910179	-0.0816915264286161	0.244444946006463	0.262496742226992	NA	7.46846202712955	7.26894603286123	2.50594688783578	14.1210506247127	11.3000393196802	4.67295032239132	1	1360201	1361433	-	CDS	YP_005228204.1	-	MFS transporter
cds-pgaptmp_001427	534.525610018731	-0.0294382664230693	0.102606654069319	0.749362572302129	0.857681776723555	537.729265953328	509.864643162123	535.437318367579	548.548505036916	557.811031871484	517.762895720958	1	1440179	1441177	-	CDS	YP_005228122.1	-	bile acid:sodium symporter
cds-pgaptmp_001507	749.273851415921	0.187485697245037	0.107360053228004	0.0506031420993956	0.146386403414884	803.393129489793	798.545642752898	816.938685434465	622.412462150797	695.466056311224	758.88713235635	1	1512915	1514132	-	CDS	YP_005228048.1	alaA	alanine transaminase AlaA
cds-pgaptmp_001585	39.0362800913783	0.0154272734096808	0.194852637576935	0.89229654059023	0.947210602460057	37.3423101356478	37.3831510261435	44.2717283517655	40.1906825472592	23.6273549411494	51.4024535463045	1	1606863	1608149	-	CDS	YP_005227986.1	-	serine hydrolase
cds-pgaptmp_001609	80.1387449412873	-0.0351443950619988	0.168111700339615	0.76733410262145	0.869394348486608	78.9523128582267	90.3426149798467	65.9899347130089	74.9501917773212	78.072998935972	92.5244163833481	1	1634531	1635580	-	CDS	YP_005227961.1	-	YeiH family protein
cds-pgaptmp_001648	111.410251859771	0.128612767887179	0.176505669124954	0.307762883855812	0.493584223838198	102.424622086348	132.917870315177	125.297344391789	79.2951304310789	98.6185249717541	129.908018962479	1	1680540	1680857	-	CDS	YP_005227918.1	-	RcnB family protein
cds-pgaptmp_001651	166.36977639956	-1.40213492611467	0.189310545235234	8.2353510078579e-15	1.71171770698326e-12	86.4207748853562	83.0736689469855	97.7319286255955	232.45421797604	211.618918168556	286.919149794827	1	1683276	1685087	-	CDS	YP_005227915.1	-	adenine deaminase
cds-pgaptmp_001738	17.716793367762	0.00803850055216311	0.2135507760754	0.933156730353476	NA	24.5392323748542	14.5378920657225	15.0356813270147	9.77611197095493	24.6546312429385	17.757211225087	1	1788310	1788699	-	CDS	YP_005227820.1	-	tautomerase family protein
cds-pgaptmp_001747	8.17275967226047	0.011468429428267	0.224380210887527	0.878507148249019	NA	6.40153888039676	11.4226294802105	7.51784066350735	9.77611197095493	9.24548671610195	4.67295032239132	1	1796511	1797086	+	CDS	YP_005227810.1	-	hypothetical protein
cds-pgaptmp_001935	8258.22991658638	0.370360730034941	0.0850440386834562	3.88403316281516e-06	6.95945080078561e-05	9032.57136023982	9079.95201590551	10002.9046606112	6984.48888591558	7269.00711145971	7180.4554653865	1	1979608	1981251	+	CDS	YP_005227589.1	pckA	phosphoenolpyruvate carboxykinase (ATP)
cds-pgaptmp_001936	27.1315501601119	0.0498486510941723	0.209191116840614	0.638892716862362	NA	30.940771255251	29.0757841314449	26.730100136915	17.379754615031	39.036499467986	19.6263913540435	1	1981301	1981777	-	CDS	YP_005227588.1	-	GNAT family N-acetyltransferase
cds-pgaptmp_002060	259.064622829046	0.0904252333573509	0.133966402884159	0.416077916115982	0.600359561712647	252.860785775672	319.833625445894	238.900269973678	259.610084562025	248.600865032963	234.582106184044	1	2101264	2102697	+	CDS	YP_005227463.1	-	gluconate:proton symporter
cds-pgaptmp_002085	16.4914758482205	0.0572630715847967	0.220720647990089	0.552203270954706	NA	12.8030777607935	24.9221006840956	16.7063125855719	13.0348159612732	17.4636971304148	14.0188509671739	1	2127341	2128336	+	CDS	YP_005227437.1	-	NAD(P)H-binding protein
cds-pgaptmp_002124	5.74373466614543	0.0299121513528123	0.229602066705999	0.654299471633762	NA	6.40153888039676	6.23052517102391	6.68252503422875	5.43117331719719	4.10910520715642	5.60754038686958	1	2165621	2166223	-	CDS	WP_004189520.1	-	cysteine dioxygenase
cds-pgaptmp_002182	28.4966126657126	-0.157806194245701	0.244388430021373	0.204098151762471	0.378597062417043	21.3384629346559	21.8068380985837	28.4007313954722	36.9319785569409	29.7910127518841	32.7106522567392	1	2226943	2227722	-	CDS	YP_005227339.1	budA	acetolactate decarboxylase
cds-pgaptmp_002189	26.3959435241664	0.139077006109636	0.243929318368712	0.232896714061158	NA	23.4723092281214	24.9221006840956	43.4364127224869	28.2421012494254	20.5455260357821	17.757211225087	1	2233738	2234445	-	CDS	YP_005227331.1	-	CoA transferase subunit A
cds-pgaptmp_002202	8.27868521851024	-0.00268905112434127	0.223677437230015	0.969299538161128	NA	6.40153888039676	7.26894603286123	10.8591031806217	5.43117331719719	11.3000393196802	8.41131058030437	1	2244468	2245436	-	CDS	YP_005227318.1	-	oxidoreductase
cds-pgaptmp_002207	175.226013647556	0.173993779372298	0.163159880761475	0.164549003185661	0.329494318999418	202.715397879231	153.686287551923	215.511432353877	136.865567593369	181.827905416672	160.749491090261	1	2250709	2251137	-	CDS	WP_001554382.1	-	GFA family protein
cds-pgaptmp_002211	4.3388035560371	-0.0422165005996311	0.236768684660346	0.412962181981526	NA	2.13384629346559	7.26894603286123	0	8.68987730751549	5.13638150894553	2.80377019343479	1	2254658	2256190	+	CDS	WP_004151190.1	-	MFS transporter
cds-pgaptmp_002230	9.9045079393931	0.151104664096368	0.286414706287671	0.096715347883964	NA	11.7361546140607	13.4994712038851	15.0356813270147	8.68987730751549	2.05455260357821	8.41131058030437	1	2270862	2271377	-	CDS	YP_005227288.1	-	hypothetical protein
cds-pgaptmp_002241	509.300914123283	0.172406141421489	0.140878416253143	0.135831945295394	0.289004969195523	673.228505588392	543.094110740917	434.364127224869	486.633129220868	411.937797017431	506.547814947219	1	2279325	2280506	-	CDS	YP_005227279.1	-	Bcr/CflA family multidrug efflux MFS transporter
cds-pgaptmp_002342	23.0075781115095	-0.104285772274233	0.234508174271873	0.318628247168283	NA	8.53538517386234	26.9989424077703	22.553521990522	32.5870399031831	17.4636971304148	29.9068820633044	1	2374544	2375095	+	CDS	YP_005227174.1	-	adenylate kinase
cds-pgaptmp_002402	14.6785765913593	-0.00196172552119695	0.215773675487346	0.980817785135077	NA	19.2046166411903	11.4226294802105	13.3650500684575	15.2072852881521	9.24548671610195	19.6263913540435	1	2439341	2440192	-	CDS	YP_005227111.1	-	MBL fold metallo-hydrolase
cds-pgaptmp_002436	5.88540856142274	0.0631511081173423	0.239288459830411	0.33915783652208	NA	7.46846202712955	3.11526258551195	11.6944188099003	4.34493865375775	3.08182890536732	5.60754038686958	1	2473413	2473847	+	CDS	YP_005227073.1	-	DMT family transporter
cds-pgaptmp_002498	7.89257036134394	-0.126878775033154	0.272995448889324	0.0991982682719216	NA	7.46846202712955	5.19210430918659	1.67063125855719	13.0348159612732	14.3818682250475	5.60754038686958	1	2533683	2534660	-	CDS	YP_005227009.1	-	nitronate monooxygenase
cds-pgaptmp_002520	3.23917923400053	-0.0208435116660246	0.233927041009021	0.650459943024516	NA	2.13384629346559	4.15368344734927	1.67063125855719	3.25870399031831	8.21821041431284	0	1	2553683	2554891	-	CDS	YP_005226986.1	-	MFS transporter
cds-pgaptmp_002523	25.33835071251	-0.100353345469087	0.225338750174283	0.360454692085324	NA	24.5392323748542	26.9989424077703	15.0356813270147	35.8457438935014	21.5728023375712	28.0377019343479	1	2556987	2557781	+	CDS	YP_005226983.1	-	N-acyl homoserine lactonase family protein
cds-pgaptmp_002546	7.70897608614114	0.0277181958562719	0.227406407176941	0.699692567956877	NA	3.20076944019838	10.3842086183732	11.6944188099003	4.34493865375775	8.21821041431284	8.41131058030437	1	2581013	2581999	+	CDS	YP_005226959.1	-	aldo/keto reductase
cds-pgaptmp_002577	2.63519506677249	-0.00169306537829446	0.232689215745215	0.969150659134122	NA	4.26769258693117	1.03842086183732	2.50594688783578	1.08623466343944	4.10910520715642	2.80377019343479	1	2613366	2614109	+	CDS	YP_005226925.1	-	sulfite exporter TauE/SafE family protein
cds-pgaptmp_002603	27.5405577812258	0.249953236229955	0.333138212601288	0.0736203702926067	0.191182371026152	26.6730786683198	45.690517920842	30.906678283308	24.9833972591071	26.7091838465167	10.2804907092609	1	2639835	2640872	+	CDS	YP_005226895.1	hpxD	molybdenum cofactor-independent xanthine hydroxylase subunit HpxD
cds-pgaptmp_002614	491.495334427961	-0.248284691521423	0.12005282683065	0.0178243099576166	0.0674902203318885	439.572336453911	461.058862655769	425.175655302804	589.825422247614	545.483716250015	487.856013657653	1	2649257	2650330	-	CDS	WP_016831031.1	-	nitronate monooxygenase
cds-pgaptmp_002633	208.444501296743	-0.535113247793621	0.173437847822674	0.000278462703792672	0.00245247766878419	157.904625716453	165.108917032134	172.07501963139	217.246932687887	238.328102015072	300.003410697522	1	2664539	2665927	-	CDS	YP_005226865.1	sad	succinate-semialdehyde dehydrogenase
cds-pgaptmp_002711	46.3062339264307	-0.576938821043861	0.349995106211063	0.00770865135942657	0.0352226682592155	42.6769258693117	31.1526258551195	26.730100136915	68.4327837966845	46.2274335805097	62.6175343200436	1	2736925	2738175	+	CDS	YP_005226783.1	-	MFS transporter
cds-pgaptmp_002747	56.5676470374859	-0.0464647170738646	0.179542759940487	0.695497640747959	0.820659577799961	57.6138499235708	49.8442013681913	55.9661471616658	61.9153758160479	62.6638544091354	51.4024535463045	1	2777109	2778419	+	CDS	YP_005226742.1	-	M20 family metallo-hydrolase
cds-pgaptmp_002794	26.0167454383649	0.0449552707325788	0.20696637377036	0.674268461140556	NA	29.8738481085182	30.1142049932822	22.553521990522	24.9833972591071	30.8182890536732	17.757211225087	1	2826741	2827739	-	CDS	YP_005226691.1	-	aldo/keto reductase
cds-pgaptmp_002852	43.4653761402815	-0.249329469131614	0.273633198244175	0.0903550909164309	0.219396094006778	38.4092332823805	43.6136761971674	25.0594688783578	45.6218558644564	58.554749201979	49.5332734173479	1	2891050	2891919	-	CDS	YP_005226631.1	-	MBL fold metallo-hydrolase
cds-pgaptmp_002856	33.8571925020762	0.052749079812568	0.20101053868466	0.639939239784131	0.784959403889829	35.2084638421822	39.4599927498181	32.5773095418652	42.363151874138	23.6273549411494	29.9068820633044	1	2893995	2894924	+	CDS	YP_005226627.1	-	aromatic alcohol reductase
cds-pgaptmp_002948	6.19079156109046	-0.0238225961533687	0.229640434332073	0.706406577415539	NA	4.26769258693117	8.30736689469855	4.17657814639297	2.17246932687887	5.13638150894553	13.0842609026957	1	2970328	2971089	-	CDS	YP_005226533.1	-	SDR family oxidoreductase
cds-pgaptmp_002955	12.275234519581	-0.0881907593217561	0.241476493332517	0.297073097657132	NA	6.40153888039676	17.6531546512344	5.01189377567156	10.8623466343944	21.5728023375712	12.1496708382174	1	2975371	2976507	-	CDS	YP_005226527.1	-	alpha/beta hydrolase
cds-pgaptmp_002966	42.7841597339737	-0.0844920192723497	0.197071310466577	0.47967336927288	0.655023290726008	38.4092332823805	39.4599927498181	40.9304658346511	52.139263845093	39.036499467986	46.7295032239132	1	2986326	2987639	-	CDS	YP_005226516.1	-	6-phospho-beta-glucosidase
cds-pgaptmp_003020	21.7658781042616	-0.0946772981478723	0.22931181250116	0.362469368288803	NA	28.8069249617854	13.4994712038851	14.2003656977361	17.379754615031	27.7364601483058	28.9722919988262	1	3044136	3045446	-	CDS	YP_005226456.1	-	MFS transporter
cds-pgaptmp_003100	1.2777748921012	-0.0271266452650133	0.237672282056286	0.379761484934521	NA	0	1.03842086183732	0.835315629278594	0	2.05455260357821	3.73836025791305	1	3125466	3126683	+	CDS	YP_005226369.1	-	MFS transporter
cds-pgaptmp_003101	14.4317959712004	-0.0246807643815316	0.221538482044918	0.76385996674134	NA	17.0707703477247	8.30736689469855	15.0356813270147	28.2421012494254	12.3273156214693	5.60754038686958	1	3126680	3127429	-	CDS	YP_005226368.1	-	SDR family oxidoreductase
cds-pgaptmp_003127	31.8517069443901	-0.0938995185506084	0.212948806284459	0.415791702354872	0.600154898155973	27.7400018150526	30.1142049932822	28.4007313954722	28.2421012494254	30.8182890536732	45.7949131594349	1	3149225	3150733	+	CDS	YP_005226340.1	-	UbiD family decarboxylase
cds-pgaptmp_003204	62.267280257409	-0.315282154510442	0.258240782979966	0.0476965145276373	0.140420970886252	56.546926776838	42.57525533533	54.2955159031086	70.6052531235634	62.6638544091354	86.9168759964785	1	3222405	3223619	+	CDS	YP_005226259.1	-	MFS transporter
cds-pgaptmp_003233	1297.29960027924	5.52415242883541	0.154071437804417	6.87974712330233e-283	2.85991087915678e-279	2473.12785412661	2664.58793147456	2480.05210332815	66.2603144698056	59.5820255037681	40.1873727725653	1	3248871	3249731	+	CDS	YP_005226230.1	-	pirin family protein
