cds-pgaptmp_000051	120.993573577102	-0.026061247271076	0.138254641926687	0.773731134150246	0.927017490915861	142.734819960099	99.5028276485285	113.657100377903	118.590669848077	118.378110564484	133.097913063518	1	49793	50800	-	CDS	YP_005229488.1	-	zinc-binding alcohol dehydrogenase family protein
cds-pgaptmp_000139	1.99118372131208	-0.0160255788162262	0.182261057425462	0.479485482464094	NA	2.03906885657285	1.93209374074813	0	5.88052908337573	1.18378110564484	0.911629541530947	1	140237	140977	+	CDS	WP_003844561.1	-	MipA/OmpV family protein
cds-pgaptmp_000202	22.4161062666871	0.00417945706929689	0.168529816674792	0.950424668018057	NA	19.3711541374421	22.2190780186035	26.0852361523056	30.3827335974413	23.6756221128968	12.7628135814333	1	210123	210881	+	CDS	YP_005229326.1	-	SDR family oxidoreductase
cds-pgaptmp_000483	429.254692786222	-0.00450645483372619	0.111049043359825	0.958171856472021	0.989600101154351	380.286341750836	422.162482353466	481.645253240786	406.736594933488	437.999009088591	446.698475350164	1	479310	480455	-	CDS	WP_000976515.1	-	class C beta-lactamase CMY-48
cds-pgaptmp_000654	421.989120090496	-0.0538604902204599	0.110988816970005	0.542658016628097	0.814949563797024	385.384013892268	407.671779297855	436.927705551119	405.756506752926	428.528760243432	467.665954805376	1	660250	661482	+	CDS	WP_003830065.1	-	dicarboxylate/amino acid:cation symporter
cds-pgaptmp_000927	19.4028799319191	0.0215457519219987	0.170835856420098	0.737602977267357	NA	25.4883607071606	15.456749925985	20.4955426910973	14.7013227084393	16.5729354790278	23.7023680798046	1	965578	966753	+	CDS	WP_003830796.1	-	MFS transporter
cds-pgaptmp_001010	16.6816830115464	-0.106318620040898	0.212852575044996	0.111649671037439	NA	7.13674099800497	9.66046870374063	19.5639271142292	22.5420281529403	16.5729354790278	24.6139976213356	1	1059923	1060551	-	CDS	WP_003021269.1	-	LysE family translocator
cds-pgaptmp_001093	35.2423797252088	-0.0271612865934435	0.16337062962594	0.723130649350274	0.905439195953274	27.5274295637335	32.8455935927182	40.9910853821945	31.3628217780039	33.1458709580555	45.5814770765474	1	1155157	1155798	+	CDS	YP_005225384.1	-	hydrolase
cds-pgaptmp_001428	37.8106511907256	0.00686965497160329	0.160964487311862	0.930045724969353	0.979694638714864	35.6837049900249	31.8795467223441	46.5807788434029	39.2035272225049	46.1674631201488	27.3488862459284	1	1514246	1515034	-	CDS	WP_005122542.1	cobA	uroporphyrinogen-III C-methyltransferase
cds-pgaptmp_001577	41.8007720747327	-0.110812714871011	0.191116619034608	0.214409327980859	0.541127306112076	41.8009115597434	40.5739685557107	26.0852361523056	47.0442326670059	49.7188064370833	45.5814770765474	1	1664439	1665353	+	CDS	WP_016149848.1	-	DMT family transporter
